Instant,Hour,Normalised,Holiday_0,Holiday_1,Holiday_2,Holiday_3,Holiday_4
870,5,1,1,0,0,0,0
871,6,16,1,0,0,0,0
872,7,25,1,0,0,0,0
873,8,81,1,0,0,0,0
874,9,83,1,0,0,0,0
875,10,100,1,0,0,0,0
876,11,100,1,0,0,0,0
877,12,100,1,0,0,0,0
878,13,100,1,0,0,0,0
879,14,100,1,0,0,0,0
880,15,97,1,0,0,0,0
881,16,94,1,0,0,0,0
882,17,91,1,0,0,0,0
883,18,76,1,0,0,0,0
884,19,63,1,0,0,0,0
885,20,44,1,0,0,0,0
886,21,14,1,0,0,0,0
887,22,3,1,0,0,0,0
888,23,3,1,0,0,0,0
889,0,3,1,0,0,0,0
890,1,3,1,0,0,0,0
891,2,3,1,0,0,0,0
892,3,3,1,0,0,0,0
893,4,3,1,0,0,0,0
894,5,3,1,0,0,0,0
895,6,25,1,0,0,0,0
896,7,44,1,0,0,0,0
897,8,72,1,0,0,0,0
898,9,91,1,0,0,0,0
899,10,93,1,0,0,0,0
900,11,100,1,0,0,0,0
901,12,100,1,0,0,0,0
902,13,100,1,0,0,0,0
903,14,100,1,0,0,0,0
904,15,100,1,0,0,0,0
905,16,96,1,0,0,0,0
906,17,91,1,0,0,0,0
907,18,72,1,0,0,0,0
908,19,44,1,0,0,0,0
909,20,31,1,0,0,0,0
910,21,16,1,0,0,0,0
911,22,2,1,0,0,0,0
912,23,2,1,0,0,0,0
913,0,2,0,1,0,0,0
914,1,2,0,1,0,0,0
915,2,2,0,1,0,0,0
916,3,2,0,1,0,0,0
917,4,2,0,1,0,0,0
918,5,2,0,1,0,0,0
919,6,11,0,1,0,0,0
920,7,16,0,1,0,0,0
921,8,35,0,1,0,0,0
922,9,44,0,1,0,0,0
923,10,44,0,1,0,0,0
924,11,44,0,1,0,0,0
925,12,44,0,1,0,0,0
926,13,44,0,1,0,0,0
927,14,44,0,1,0,0,0
928,15,44,0,1,0,0,0
929,16,30,0,1,0,0,0
930,17,25,0,1,0,0,0
931,18,16,0,1,0,0,0
932,19,3,0,1,0,0,0
933,20,1,0,1,0,0,0
934,21,1,0,1,0,0,0
935,22,1,0,1,0,0,0
936,23,1,0,1,0,0,0
937,0,1,0,1,0,0,0
938,1,1,0,1,0,0,0
939,2,1,0,1,0,0,0
940,3,1,0,1,0,0,0
941,4,1,0,1,0,0,0
942,5,1,0,1,0,0,0
943,6,4,0,1,0,0,0
944,7,16,0,1,0,0,0
945,8,25,0,1,0,0,0
946,9,35,0,1,0,0,0
947,10,39,0,1,0,0,0
948,11,39,0,1,0,0,0
949,12,39,0,1,0,0,0
950,13,30,0,1,0,0,0
951,14,25,0,1,0,0,0
952,15,25,0,1,0,0,0
953,16,25,0,1,0,0,0
954,17,21,0,1,0,0,0
955,18,16,0,1,0,0,0
956,19,3,0,1,0,0,0
957,20,3,0,1,0,0,0
958,21,3,0,1,0,0,0
959,22,3,0,1,0,0,0
960,23,3,0,1,0,0,0
961,0,3,0,0,1,0,0
962,1,3,0,0,1,0,0
963,2,3,0,0,1,0,0
964,3,3,0,0,1,0,0
965,4,3,0,0,1,0,0
966,5,3,0,0,1,0,0
967,6,25,0,0,1,0,0
968,7,35,0,0,1,0,0
969,8,74,0,0,1,0,0
970,9,92,0,0,1,0,0
971,10,100,0,0,1,0,0
972,11,100,0,0,1,0,0
973,12,100,0,0,1,0,0
974,13,100,0,0,1,0,0
975,14,100,0,0,1,0,0
976,15,98,0,0,1,0,0
977,16,96,0,0,1,0,0
978,17,78,0,0,1,0,0
979,18,44,0,0,1,0,0
980,19,35,0,0,1,0,0
981,20,13,0,0,1,0,0
982,21,2,0,0,1,0,0
983,22,2,0,0,1,0,0
984,23,2,0,0,1,0,0
985,0,2,0,0,1,0,0
986,1,2,0,0,1,0,0
987,2,2,0,0,1,0,0
988,3,2,0,0,1,0,0
989,4,2,0,0,1,0,0
990,5,2,0,0,1,0,0
991,6,13,0,0,1,0,0
992,7,35,0,0,1,0,0
993,8,74,0,0,1,0,0
994,9,91,0,0,1,0,0
995,10,100,0,0,1,0,0
996,11,100,0,0,1,0,0
997,12,100,0,0,1,0,0
998,13,100,0,0,1,0,0
999,14,100,0,0,1,0,0
1000,15,97,0,0,1,0,0
1001,16,95,0,0,1,0,0
1002,17,86,0,0,1,0,0
1003,18,74,0,0,1,0,0
1004,19,44,0,0,1,0,0
1005,20,25,0,0,1,0,0
1006,21,16,0,0,1,0,0
1007,22,1,0,0,1,0,0
1008,23,1,0,0,1,0,0
1009,0,1,0,0,1,0,0
1010,1,1,0,0,1,0,0
1011,2,1,0,0,1,0,0
1012,3,1,0,0,1,0,0
1013,4,1,0,0,1,0,0
1014,5,1,0,0,1,0,0
1015,6,25,0,0,1,0,0
1016,7,91,0,0,1,0,0
1017,8,92,0,0,1,0,0
1018,9,100,0,0,1,0,0
1019,10,100,0,0,1,0,0
1020,11,100,0,0,1,0,0
1021,12,100,0,0,1,0,0
1022,13,100,0,0,1,0,0
1023,14,100,0,0,1,0,0
1024,15,95,0,0,1,0,0
1025,16,91,0,0,1,0,0
1026,17,81,0,0,1,0,0
1027,18,63,0,0,1,0,0
1028,19,25,0,0,1,0,0
1029,20,12,0,0,1,0,0
1030,21,1,0,0,1,0,0
1031,22,1,0,0,1,0,0
1032,23,1,0,0,1,0,0
1033,0,1,0,0,1,0,0
1034,1,1,0,0,1,0,0
1035,2,1,0,0,1,0,0
1036,3,1,0,0,1,0,0
1037,4,1,0,0,1,0,0
1038,5,16,0,0,1,0,0
1039,6,25,0,0,1,0,0
1040,7,81,0,0,1,0,0
1041,8,83,0,0,1,0,0
1042,9,100,0,0,1,0,0
1043,10,100,0,0,1,0,0
1044,11,100,0,0,1,0,0
1045,12,100,0,0,1,0,0
1046,13,100,0,0,1,0,0
1047,14,97,0,0,1,0,0
1048,15,94,0,0,1,0,0
1049,16,91,0,0,1,0,0
1050,17,76,0,0,1,0,0
1051,18,63,0,0,1,0,0
1052,19,44,0,0,1,0,0
1053,20,14,0,0,1,0,0
1054,21,3,0,0,1,0,0
1055,22,3,0,0,1,0,0
1056,23,3,0,0,1,0,0
1057,0,3,0,1,0,0,0
1058,1,3,0,1,0,0,0
1059,2,3,0,1,0,0,0
1060,3,3,0,1,0,0,0
1061,4,3,0,1,0,0,0
1062,5,25,0,1,0,0,0
1063,6,44,0,1,0,0,0
1064,7,72,0,1,0,0,0
1065,8,91,0,1,0,0,0
1066,9,93,0,1,0,0,0
1067,10,100,0,1,0,0,0
1068,11,100,0,1,0,0,0
1069,12,100,0,1,0,0,0
1070,13,100,0,1,0,0,0
1071,14,100,0,1,0,0,0
1072,15,96,0,1,0,0,0
1073,16,91,0,1,0,0,0
1074,17,72,0,1,0,0,0
1075,18,72,0,1,0,0,0
1076,19,31,0,1,0,0,0
1077,20,16,0,1,0,0,0
1078,21,2,0,1,0,0,0
1079,22,2,0,1,0,0,0
1080,23,2,0,1,0,0,0
1081,0,2,0,0,1,0,0
1082,1,2,0,0,1,0,0
1083,2,2,0,0,1,0,0
1084,3,2,0,0,1,0,0
1085,4,2,0,0,1,0,0
1086,5,2,0,0,1,0,0
1087,6,11,0,0,1,0,0
1088,7,16,0,0,1,0,0
1089,8,35,0,0,1,0,0
1090,9,44,0,0,1,0,0
1091,10,44,0,0,1,0,0
1092,11,44,0,0,1,0,0
1093,12,44,0,0,1,0,0
1094,13,44,0,0,1,0,0
1095,14,44,0,0,1,0,0
1096,15,44,0,0,1,0,0
1097,16,30,0,0,1,0,0
1098,17,25,0,0,1,0,0
1099,18,16,0,0,1,0,0
1100,19,3,0,0,1,0,0
1101,20,1,0,0,1,0,0
1102,21,1,0,0,1,0,0
1103,22,1,0,0,1,0,0
1104,23,1,0,0,1,0,0
1105,0,1,0,1,0,0,0
1106,1,1,0,1,0,0,0
1107,2,1,0,1,0,0,0
1108,3,1,0,1,0,0,0
1109,4,1,0,1,0,0,0
1110,5,1,0,1,0,0,0
1111,6,4,0,1,0,0,0
1112,7,16,0,1,0,0,0
1113,8,25,0,1,0,0,0
1114,9,35,0,1,0,0,0
1115,10,39,0,1,0,0,0
1116,11,39,0,1,0,0,0
1117,12,39,0,1,0,0,0
1118,13,30,0,1,0,0,0
1119,14,25,0,1,0,0,0
1120,15,25,0,1,0,0,0
1121,16,25,0,1,0,0,0
1122,17,21,0,1,0,0,0
1123,18,16,0,1,0,0,0
1124,19,3,0,1,0,0,0
1125,20,3,0,1,0,0,0
1126,21,3,0,1,0,0,0
1127,22,3,0,1,0,0,0
1128,23,3,0,1,0,0,0
1129,0,3,1,0,0,0,0
1130,1,3,1,0,0,0,0
1131,2,3,1,0,0,0,0
1132,3,3,1,0,0,0,0
1133,4,3,1,0,0,0,0
1134,5,3,1,0,0,0,0
1135,6,16,1,0,0,0,0
1136,7,25,1,0,0,0,0
1137,8,91,1,0,0,0,0
1138,9,92,1,0,0,0,0
1139,10,100,1,0,0,0,0
1140,11,100,1,0,0,0,0
1141,12,100,1,0,0,0,0
1142,13,100,1,0,0,0,0
1143,14,100,1,0,0,0,0
1144,15,100,1,0,0,0,0
1145,16,95,1,0,0,0,0
1146,17,91,1,0,0,0,0
1147,18,81,1,0,0,0,0
1148,19,63,1,0,0,0,0
1149,20,25,1,0,0,0,0
1150,21,12,1,0,0,0,0
1151,22,1,1,0,0,0,0
1152,23,1,1,0,0,0,0
1153,0,1,1,0,0,0,0
1154,1,1,1,0,0,0,0
1155,2,1,1,0,0,0,0
1156,3,1,1,0,0,0,0
1157,4,1,1,0,0,0,0
1158,5,1,1,0,0,0,0
1159,6,25,1,0,0,0,0
1160,7,35,1,0,0,0,0
1161,8,72,1,0,0,0,0
1162,9,91,1,0,0,0,0
1163,10,100,1,0,0,0,0
1164,11,100,1,0,0,0,0
1165,12,100,1,0,0,0,0
1166,13,100,1,0,0,0,0
1167,14,100,1,0,0,0,0
1168,15,97,1,0,0,0,0
1169,16,86,1,0,0,0,0
1170,17,85,1,0,0,0,0
1171,18,72,1,0,0,0,0
1172,19,21,1,0,0,0,0
1173,20,11,1,0,0,0,0
1174,21,1,1,0,0,0,0
1175,22,1,1,0,0,0,0
1176,23,1,1,0,0,0,0
1177,0,1,1,0,0,0,0
1178,1,1,1,0,0,0,0
1179,2,1,1,0,0,0,0
1180,3,1,1,0,0,0,0
1181,4,1,1,0,0,0,0
1182,5,1,1,0,0,0,0
1183,6,25,1,0,0,0,0
1184,7,44,1,0,0,0,0
1185,8,72,1,0,0,0,0
1186,9,81,1,0,0,0,0
1187,10,100,1,0,0,0,0
1188,11,100,1,0,0,0,0
1189,12,100,1,0,0,0,0
1190,13,100,1,0,0,0,0
1191,14,98,1,0,0,0,0
1192,15,97,1,0,0,0,0
1193,16,95,1,0,0,0,0
1194,17,81,1,0,0,0,0
1195,18,67,1,0,0,0,0
1196,19,39,1,0,0,0,0
1197,20,35,1,0,0,0,0
1198,21,12,1,0,0,0,0
1199,22,1,1,0,0,0,0
1200,23,1,1,0,0,0,0
1201,0,1,1,0,0,0,0
1202,1,1,1,0,0,0,0
1203,2,1,1,0,0,0,0
1204,3,1,1,0,0,0,0
1205,4,1,1,0,0,0,0
1206,5,1,1,0,0,0,0
1207,6,16,1,0,0,0,0
1208,7,25,1,0,0,0,0
1209,8,81,1,0,0,0,0
1210,9,83,1,0,0,0,0
1211,10,100,1,0,0,0,0
1212,11,100,1,0,0,0,0
1213,12,100,1,0,0,0,0
1214,13,100,1,0,0,0,0
1215,14,100,1,0,0,0,0
1216,15,97,1,0,0,0,0
1217,16,94,1,0,0,0,0
1218,17,91,1,0,0,0,0
1219,18,76,1,0,0,0,0
1220,19,63,1,0,0,0,0
1221,20,44,1,0,0,0,0
1222,21,14,1,0,0,0,0
1223,22,3,1,0,0,0,0
1224,23,3,1,0,0,0,0
1225,0,3,1,0,0,0,0
1226,1,3,1,0,0,0,0
1227,2,3,1,0,0,0,0
1228,3,3,1,0,0,0,0
1229,4,3,1,0,0,0,0
1230,5,3,1,0,0,0,0
1231,6,25,1,0,0,0,0
1232,7,44,1,0,0,0,0
1233,8,72,1,0,0,0,0
1234,9,91,1,0,0,0,0
1235,10,93,1,0,0,0,0
1236,11,100,1,0,0,0,0
1237,12,100,1,0,0,0,0
1238,13,100,1,0,0,0,0
1239,14,100,1,0,0,0,0
1240,15,100,1,0,0,0,0
1241,16,96,1,0,0,0,0
1242,17,91,1,0,0,0,0
1243,18,72,1,0,0,0,0
1244,19,44,1,0,0,0,0
1245,20,31,1,0,0,0,0
1246,21,16,1,0,0,0,0
1247,22,2,1,0,0,0,0
1248,23,2,1,0,0,0,0
1249,0,2,0,1,0,0,0
1250,1,2,0,1,0,0,0
1251,2,2,0,1,0,0,0
1252,3,2,0,1,0,0,0
1253,4,2,0,1,0,0,0
1254,5,2,0,1,0,0,0
1255,6,11,0,1,0,0,0
1256,7,16,0,1,0,0,0
1257,8,35,0,1,0,0,0
1258,9,44,0,1,0,0,0
1259,10,44,0,1,0,0,0
1260,11,44,0,1,0,0,0
1261,12,44,0,1,0,0,0
1262,13,44,0,1,0,0,0
1263,14,44,0,1,0,0,0
1264,15,44,0,1,0,0,0
1265,16,30,0,1,0,0,0
1266,17,25,0,1,0,0,0
1267,18,16,0,1,0,0,0
1268,19,3,0,1,0,0,0
1269,20,1,0,1,0,0,0
1270,21,1,0,1,0,0,0
1271,22,1,0,1,0,0,0
1272,23,1,0,1,0,0,0
1273,0,1,0,1,0,0,0
1274,1,1,0,1,0,0,0
1275,2,1,0,1,0,0,0
1276,3,1,0,1,0,0,0
1277,4,1,0,1,0,0,0
1278,5,1,0,1,0,0,0
1279,6,4,0,1,0,0,0
1280,7,16,0,1,0,0,0
1281,8,25,0,1,0,0,0
1282,9,35,0,1,0,0,0
1283,10,39,0,1,0,0,0
1284,11,39,0,1,0,0,0
1285,12,39,0,1,0,0,0
1286,13,30,0,1,0,0,0
1287,14,25,0,1,0,0,0
1288,15,25,0,1,0,0,0
1289,16,25,0,1,0,0,0
1290,17,21,0,1,0,0,0
1291,18,16,0,1,0,0,0
1292,19,3,0,1,0,0,0
1293,20,3,0,1,0,0,0
1294,21,3,0,1,0,0,0
1295,22,3,0,1,0,0,0
1296,23,3,0,1,0,0,0
1297,0,3,1,0,0,0,0
1298,1,3,1,0,0,0,0
1299,2,3,1,0,0,0,0
1300,3,3,1,0,0,0,0
1301,4,3,1,0,0,0,0
1302,5,3,1,0,0,0,0
1303,6,16,1,0,0,0,0
1304,7,25,1,0,0,0,0
1305,8,74,1,0,0,0,0
1306,9,83,1,0,0,0,0
1307,10,100,1,0,0,0,0
1308,11,100,1,0,0,0,0
1309,12,100,1,0,0,0,0
1310,13,100,1,0,0,0,0
1311,14,100,1,0,0,0,0
1312,15,100,1,0,0,0,0
1313,16,100,1,0,0,0,0
1314,17,92,1,0,0,0,0
1315,18,74,1,0,0,0,0
1316,19,46,1,0,0,0,0
1317,20,35,1,0,0,0,0
1318,21,1,1,0,0,0,0
1319,22,1,1,0,0,0,0
1320,23,1,1,0,0,0,0
1321,0,1,1,0,0,0,0
1322,1,1,1,0,0,0,0
1323,2,1,1,0,0,0,0
1324,3,1,1,0,0,0,0
1325,4,1,1,0,0,0,0
1326,5,1,1,0,0,0,0
1327,6,21,1,0,0,0,0
1328,7,44,1,0,0,0,0
1329,8,75,1,0,0,0,0
1330,9,93,1,0,0,0,0
1331,10,100,1,0,0,0,0
1332,11,100,1,0,0,0,0
1333,12,100,1,0,0,0,0
1334,13,100,1,0,0,0,0
1335,14,100,1,0,0,0,0
1336,15,100,1,0,0,0,0
1337,16,98,1,0,0,0,0
1338,17,87,1,0,0,0,0
1339,18,71,1,0,0,0,0
1340,19,48,1,0,0,0,0
1341,20,12,1,0,0,0,0
1342,21,0,1,0,0,0,0
1343,22,0,1,0,0,0,0
1344,23,0,1,0,0,0,0
1345,0,0,1,0,0,0,0
1346,1,0,1,0,0,0,0
1347,2,0,1,0,0,0,0
1348,3,0,1,0,0,0,0
1349,4,0,1,0,0,0,0
1350,5,0,1,0,0,0,0
1351,6,25,1,0,0,0,0
1352,7,44,1,0,0,0,0
1353,8,72,1,0,0,0,0
1354,9,81,1,0,0,0,0
1355,10,100,1,0,0,0,0
1356,11,100,1,0,0,0,0
1357,12,100,1,0,0,0,0
1358,13,100,1,0,0,0,0
1359,14,98,1,0,0,0,0
1360,15,97,1,0,0,0,0
1361,16,95,1,0,0,0,0
1362,17,81,1,0,0,0,0
1363,18,67,1,0,0,0,0
1364,19,39,1,0,0,0,0
1365,20,35,1,0,0,0,0
1366,21,12,1,0,0,0,0
1367,22,1,1,0,0,0,0
1368,23,1,1,0,0,0,0
1369,0,1,1,0,0,0,0
1370,1,1,1,0,0,0,0
1371,2,1,1,0,0,0,0
1372,3,1,1,0,0,0,0
1373,4,1,1,0,0,0,0
1374,5,25,1,0,0,0,0
1375,6,35,1,0,0,0,0
1376,7,72,1,0,0,0,0
1377,8,91,1,0,0,0,0
1378,9,100,1,0,0,0,0
1379,10,100,1,0,0,0,0
1380,11,100,1,0,0,0,0
1381,12,100,1,0,0,0,0
1382,13,100,1,0,0,0,0
1383,14,97,1,0,0,0,0
1384,15,86,1,0,0,0,0
1385,16,85,1,0,0,0,0
1386,17,72,1,0,0,0,0
1387,18,21,1,0,0,0,0
1388,19,11,1,0,0,0,0
1389,20,1,1,0,0,0,0
1390,21,1,1,0,0,0,0
1391,22,1,1,0,0,0,0
1392,23,1,1,0,0,0,0
1393,0,1,1,0,0,0,0
1394,1,1,1,0,0,0,0
1395,2,1,1,0,0,0,0
1396,3,1,1,0,0,0,0
1397,4,1,1,0,0,0,0
1398,5,1,1,0,0,0,0
1399,6,20,1,0,0,0,0
1400,7,50,1,0,0,0,0
1401,8,81,1,0,0,0,0
1402,9,91,1,0,0,0,0
1403,10,100,1,0,0,0,0
1404,11,100,1,0,0,0,0
1405,12,100,1,0,0,0,0
1406,13,97,1,0,0,0,0
1407,14,89,1,0,0,0,0
1408,15,86,1,0,0,0,0
1409,16,86,1,0,0,0,0
1410,17,81,1,0,0,0,0
1411,18,74,1,0,0,0,0
1412,19,36,1,0,0,0,0
1413,20,16,1,0,0,0,0
1414,21,0,1,0,0,0,0
1415,22,0,1,0,0,0,0
1416,23,0,1,0,0,0,0
1417,0,0,0,1,0,0,0
1418,1,0,0,1,0,0,0
1419,2,0,0,1,0,0,0
1420,3,0,0,1,0,0,0
1421,4,0,0,1,0,0,0
1422,5,0,0,1,0,0,0
1423,6,11,0,1,0,0,0
1424,7,16,0,1,0,0,0
1425,8,35,0,1,0,0,0
1426,9,44,0,1,0,0,0
1427,10,44,0,1,0,0,0
1428,11,44,0,1,0,0,0
1429,12,44,0,1,0,0,0
1430,13,44,0,1,0,0,0
1431,14,44,0,1,0,0,0
1432,15,44,0,1,0,0,0
1433,16,30,0,1,0,0,0
1434,17,25,0,1,0,0,0
1435,18,16,0,1,0,0,0
1436,19,3,0,1,0,0,0
1437,20,1,0,1,0,0,0
1438,21,1,0,1,0,0,0
1439,22,1,0,1,0,0,0
1440,23,1,0,1,0,0,0
1441,0,1,0,1,0,0,0
1442,1,1,0,1,0,0,0
1443,2,1,0,1,0,0,0
1444,3,1,0,1,0,0,0
1445,4,1,0,1,0,0,0
1446,5,1,0,1,0,0,0
1447,6,4,0,1,0,0,0
1448,7,16,0,1,0,0,0
1449,8,25,0,1,0,0,0
1450,9,35,0,1,0,0,0
1451,10,39,0,1,0,0,0
1452,11,39,0,1,0,0,0
1453,12,39,0,1,0,0,0
1454,13,30,0,1,0,0,0
1455,14,25,0,1,0,0,0
1456,15,25,0,1,0,0,0
1457,16,25,0,1,0,0,0
1458,17,21,0,1,0,0,0
1459,18,16,0,1,0,0,0
1460,19,3,0,1,0,0,0
1461,20,3,0,1,0,0,0
1462,21,3,0,1,0,0,0
1463,22,3,0,1,0,0,0
1464,23,3,0,1,0,0,0
1465,0,3,1,0,0,0,0
1466,1,3,1,0,0,0,0
1467,2,3,1,0,0,0,0
1468,3,3,1,0,0,0,0
1469,4,3,1,0,0,0,0
1470,5,3,1,0,0,0,0
1471,6,16,1,0,0,0,0
1472,7,25,1,0,0,0,0
1473,8,91,1,0,0,0,0
1474,9,92,1,0,0,0,0
1475,10,100,1,0,0,0,0
1476,11,100,1,0,0,0,0
1477,12,100,1,0,0,0,0
1478,13,100,1,0,0,0,0
1479,14,100,1,0,0,0,0
1480,15,100,1,0,0,0,0
1481,16,95,1,0,0,0,0
1482,17,91,1,0,0,0,0
1483,18,14,1,0,0,0,0
1484,19,9,1,0,0,0,0
1485,20,7,1,0,0,0,0
1486,21,6,1,0,0,0,0
1487,22,1,1,0,0,0,0
1488,23,1,1,0,0,0,0
1489,0,1,1,0,0,0,0
1490,1,1,1,0,0,0,0
1491,2,1,1,0,0,0,0
1492,3,1,1,0,0,0,0
1493,4,1,1,0,0,0,0
1494,5,1,1,0,0,0,0
1495,6,25,1,0,0,0,0
1496,7,44,1,0,0,0,0
1497,8,81,1,0,0,0,0
1498,9,91,1,0,0,0,0
1499,10,100,1,0,0,0,0
1500,11,100,1,0,0,0,0
1501,12,100,1,0,0,0,0
1502,13,99,1,0,0,0,0
1503,14,97,1,0,0,0,0
1504,15,95,1,0,0,0,0
1505,16,95,1,0,0,0,0
1506,17,72,1,0,0,0,0
1507,18,44,1,0,0,0,0
1508,19,16,1,0,0,0,0
1509,20,95,1,0,0,0,0
1510,21,1,1,0,0,0,0
1511,22,1,1,0,0,0,0
1512,23,1,1,0,0,0,0
1513,0,1,1,0,0,0,0
1514,1,1,1,0,0,0,0
1515,2,1,1,0,0,0,0
1516,3,1,1,0,0,0,0
1517,4,1,1,0,0,0,0
1518,5,1,1,0,0,0,0
1519,6,18,1,0,0,0,0
1520,7,35,1,0,0,0,0
1521,8,69,1,0,0,0,0
1522,9,81,1,0,0,0,0
1523,10,100,1,0,0,0,0
1524,11,100,1,0,0,0,0
1525,12,100,1,0,0,0,0
1526,13,100,1,0,0,0,0
1527,14,100,1,0,0,0,0
1528,15,98,1,0,0,0,0
1529,16,91,1,0,0,0,0
1530,17,68,1,0,0,0,0
1531,18,53,1,0,0,0,0
1532,19,39,1,0,0,0,0
1533,20,16,1,0,0,0,0
1534,21,1,1,0,0,0,0
1535,22,1,1,0,0,0,0
1536,23,1,1,0,0,0,0
1537,0,1,1,0,0,0,0
1538,1,1,1,0,0,0,0
1539,2,1,1,0,0,0,0
1540,3,1,1,0,0,0,0
1541,4,1,1,0,0,0,0
1542,5,1,1,0,0,0,0
1543,6,16,1,0,0,0,0
1544,7,25,1,0,0,0,0
1545,8,81,1,0,0,0,0
1546,9,83,1,0,0,0,0
1547,10,100,1,0,0,0,0
1548,11,100,1,0,0,0,0
1549,12,100,1,0,0,0,0
1550,13,100,1,0,0,0,0
1551,14,100,1,0,0,0,0
1552,15,97,1,0,0,0,0
1553,16,94,1,0,0,0,0
1554,17,91,1,0,0,0,0
1555,18,76,1,0,0,0,0
1556,19,63,1,0,0,0,0
1557,20,44,1,0,0,0,0
1558,21,14,1,0,0,0,0
1559,22,3,1,0,0,0,0
1560,23,3,1,0,0,0,0
1561,0,3,1,0,0,0,0
1562,1,3,1,0,0,0,0
1563,2,3,1,0,0,0,0
1564,3,3,1,0,0,0,0
1565,4,3,1,0,0,0,0
1566,5,3,1,0,0,0,0
1567,6,25,1,0,0,0,0
1568,7,44,1,0,0,0,0
1569,8,72,1,0,0,0,0
1570,9,91,1,0,0,0,0
1571,10,93,1,0,0,0,0
1572,11,100,1,0,0,0,0
1573,12,100,1,0,0,0,0
1574,13,100,1,0,0,0,0
1575,14,100,1,0,0,0,0
1576,15,100,1,0,0,0,0
1577,16,96,1,0,0,0,0
1578,17,91,1,0,0,0,0
1579,18,72,1,0,0,0,0
1580,19,44,1,0,0,0,0
1581,20,31,1,0,0,0,0
1582,21,16,1,0,0,0,0
1583,22,2,1,0,0,0,0
1584,23,2,1,0,0,0,0
1585,0,2,0,1,0,0,0
1586,1,2,0,1,0,0,0
1587,2,2,0,1,0,0,0
1588,3,2,0,1,0,0,0
1589,4,2,0,1,0,0,0
1590,5,2,0,1,0,0,0
1591,6,11,0,1,0,0,0
1592,7,16,0,1,0,0,0
1593,8,35,0,1,0,0,0
1594,9,44,0,1,0,0,0
1595,10,44,0,1,0,0,0
1596,11,44,0,1,0,0,0
1597,12,44,0,1,0,0,0
1598,13,44,0,1,0,0,0
1599,14,44,0,1,0,0,0
1600,15,44,0,1,0,0,0
1601,16,30,0,1,0,0,0
1602,17,25,0,1,0,0,0
1603,18,16,0,1,0,0,0
1604,19,3,0,1,0,0,0
1605,20,1,0,1,0,0,0
1606,21,1,0,1,0,0,0
1607,22,1,0,1,0,0,0
1608,23,1,0,1,0,0,0
1609,0,1,0,1,0,0,0
1610,1,1,0,1,0,0,0
1611,2,1,0,1,0,0,0
1612,3,1,0,1,0,0,0
1613,4,1,0,1,0,0,0
1614,5,1,0,1,0,0,0
1615,6,4,0,1,0,0,0
1616,7,16,0,1,0,0,0
1617,8,25,0,1,0,0,0
1618,9,35,0,1,0,0,0
1619,10,39,0,1,0,0,0
1620,11,39,0,1,0,0,0
1621,12,39,0,1,0,0,0
1622,13,30,0,1,0,0,0
1623,14,25,0,1,0,0,0
1624,15,25,0,1,0,0,0
1625,16,25,0,1,0,0,0
1626,17,21,0,1,0,0,0
1627,18,16,0,1,0,0,0
1628,19,1,0,1,0,0,0
1629,20,1,0,1,0,0,0
1630,21,1,0,1,0,0,0
1631,22,1,0,1,0,0,0
1632,23,1,0,1,0,0,0
1633,0,3,1,0,0,0,0
1634,1,3,1,0,0,0,0
1635,2,3,1,0,0,0,0
1636,3,3,1,0,0,0,0
1637,4,3,1,0,0,0,0
1638,5,3,1,0,0,0,0
1639,6,16,1,0,0,0,0
1640,7,25,1,0,0,0,0
1641,8,91,1,0,0,0,0
1642,9,92,1,0,0,0,0
1643,10,100,1,0,0,0,0
1644,11,100,1,0,0,0,0
1645,12,100,1,0,0,0,0
1646,13,100,1,0,0,0,0
1647,14,100,1,0,0,0,0
1648,15,100,1,0,0,0,0
1649,16,95,1,0,0,0,0
1650,17,91,1,0,0,0,0
1651,18,37,1,0,0,0,0
1652,19,25,1,0,0,0,0
1653,20,13,1,0,0,0,0
1654,21,1,1,0,0,0,0
1655,22,1,1,0,0,0,0
1656,23,1,1,0,0,0,0
1657,0,1,1,0,0,0,0
1658,1,1,1,0,0,0,0
1659,2,1,1,0,0,0,0
1660,3,1,1,0,0,0,0
1661,4,1,1,0,0,0,0
1662,5,1,1,0,0,0,0
1663,6,11,1,0,0,0,0
1664,7,44,1,0,0,0,0
1665,8,77,1,0,0,0,0
1666,9,91,1,0,0,0,0
1667,10,100,1,0,0,0,0
1668,11,100,1,0,0,0,0
1669,12,100,1,0,0,0,0
1670,13,100,1,0,0,0,0
1671,14,100,1,0,0,0,0
1672,15,95,1,0,0,0,0
1673,16,81,1,0,0,0,0
1674,17,70,1,0,0,0,0
1675,18,39,1,0,0,0,0
1676,19,20,1,0,0,0,0
1677,20,16,1,0,0,0,0
1678,21,11,1,0,0,0,0
1679,22,1,1,0,0,0,0
1680,23,1,1,0,0,0,0
1681,0,1,1,0,0,0,0
1682,1,1,1,0,0,0,0
1683,2,1,1,0,0,0,0
1684,3,1,1,0,0,0,0
1685,4,1,1,0,0,0,0
1686,5,1,1,0,0,0,0
1687,6,18,1,0,0,0,0
1688,7,35,1,0,0,0,0
1689,8,69,1,0,0,0,0
1690,9,81,1,0,0,0,0
1691,10,100,1,0,0,0,0
1692,11,100,1,0,0,0,0
1693,12,100,1,0,0,0,0
1694,13,100,1,0,0,0,0
1695,14,100,1,0,0,0,0
1696,15,98,1,0,0,0,0
1697,16,91,1,0,0,0,0
